,has_summ,soap_central,soapcentral_condensed,tvmega_recap,tvdb,scene_breaks,has_caps,n_scenes,n_lines,n_chars,n_chars_per_scene,duration_raw,duration,split,usable
oltl-08-30-11,True,True,True,True,False,explicit,True,33,324,13,43.121212121212125,2173.201995,36m 13.20s,train,True
oltl-08-31-06,True,False,False,True,False,explicit,True,28,309,23,45.75,2128.851882,35m 28.85s,train,True
oltl-08-31-07,True,True,True,True,False,explicit,True,30,431,16,46.766666666666666,2199.928163,36m 39.93s,train,True
oltl-08-31-09,True,True,True,True,False,explicit,True,37,445,18,44.08108108108108,2192.404898,36m 32.40s,val,True
oltl-08-31-10,True,True,True,True,False,explicit,True,37,403,15,43.4054054054054,2170.067302,36m 10.07s,train,True
oltl-08-31-11,True,True,True,True,False,explicit,True,42,309,20,40.642857142857146,2175.106032,36m 15.11s,train,True
oltl-09-01-06,True,True,True,True,False,explicit,True,29,320,18,43.55172413793103,2220.593923,37m 0.59s,train,True
oltl-09-01-09,True,True,True,True,False,explicit,True,37,376,16,43.054054054054056,2193.542676,36m 33.54s,val,True
oltl-09-01-10,True,True,True,True,False,explicit,True,43,357,17,43.02325581395349,2200.996281,36m 41.00s,train,True
oltl-09-01-11,True,True,True,True,False,explicit,True,47,373,17,41.51063829787234,2174.037914,36m 14.04s,train,True
oltl-09-02-08,True,True,True,True,False,explicit,True,40,369,21,41.2,2110.020499,35m 10.02s,train,True
oltl-09-02-09,True,True,True,True,False,explicit,True,50,477,23,43.3,2164.819592,36m 4.82s,train,True
oltl-09-02-10,True,True,True,True,False,explicit,True,46,431,20,40.28260869565217,2200.044263,36m 40.04s,train,True
oltl-09-02-11,True,True,True,True,False,explicit,True,46,423,14,43.32608695652174,2173.828934,36m 13.83s,train,True
oltl-09-03-08,True,True,True,True,False,explicit,True,39,347,15,42.333333333333336,2189.781043,36m 29.78s,train,True
oltl-09-03-09,True,True,True,True,False,explicit,True,55,407,25,40.92727272727273,2189.316644,36m 29.32s,test,True
oltl-09-03-10,True,True,True,True,False,explicit,True,55,352,15,39.83636363636364,2199.185125,36m 39.19s,train,True
oltl-09-04-07,True,True,True,True,False,explicit,True,36,373,17,43.44444444444444,1933.339864,32m 13.34s,train,True
oltl-09-04-08,True,True,True,True,False,explicit,True,51,370,25,40.41176470588236,2189.943583,36m 29.94s,train,True
oltl-09-04-09,True,False,False,True,False,explicit,True,40,536,25,43.0,2192.915737,36m 32.92s,test,True
oltl-09-05-07,True,True,True,True,False,explicit,True,27,432,20,47.14814814814815,1995.615782,33m 15.62s,train,True
oltl-09-05-08,True,True,True,True,False,explicit,True,40,425,19,41.875,2191.963719,36m 31.96s,train,True
oltl-09-06-06,True,True,True,True,False,explicit,True,33,370,17,44.03030303030303,2219.641905,36m 59.64s,train,True
oltl-09-06-07,True,True,True,True,False,explicit,True,31,348,15,43.193548387096776,2193.821315,36m 33.82s,train,True
oltl-09-06-11,True,True,True,True,False,explicit,True,41,356,16,42.41463414634146,2172.946576,36m 12.95s,train,True
oltl-09-07-06,True,True,True,True,False,explicit,True,32,366,24,44.03125,2220.013424,37m 0.01s,train,True
oltl-09-07-07,True,True,True,True,False,explicit,True,29,397,20,46.241379310344826,1957.418957,32m 37.42s,train,True
oltl-09-07-10,True,True,True,True,False,explicit,True,42,364,17,42.023809523809526,2199.463764,36m 39.46s,train,True
oltl-09-07-11,True,True,True,True,False,explicit,True,44,352,18,42.15909090909091,2174.525533,36m 14.53s,train,True
oltl-09-08-06,True,True,True,True,False,explicit,True,30,315,23,44.86666666666667,2219.038186,36m 59.04s,train,True
oltl-09-08-08,True,True,True,True,False,explicit,True,38,364,13,42.21052631578947,2387.173878,39m 47.17s,train,True
oltl-09-08-09,True,True,True,True,False,explicit,True,45,415,32,42.48888888888889,2190.640181,36m 30.64s,train,True
oltl-09-08-10,True,True,True,True,False,explicit,True,32,396,17,43.6875,2200.531882,36m 40.53s,train,True
oltl-09-08-11,True,True,True,True,False,explicit,True,44,438,16,43.84090909090909,2172.110658,36m 12.11s,train,True
oltl-09-09-08,True,True,True,True,False,explicit,True,41,403,16,40.95121951219512,2369.735692,39m 29.74s,train,True
oltl-09-09-09,True,True,True,True,False,explicit,True,43,498,25,44.11627906976744,2168.790204,36m 8.79s,test,True
oltl-09-09-10,True,True,True,True,False,explicit,True,58,393,21,39.293103448275865,2200.671202,36m 40.67s,train,True
oltl-09-09-11,True,True,True,True,False,explicit,True,48,465,16,42.75,2173.225215,36m 13.23s,train,True
oltl-09-10-07,True,True,True,True,False,explicit,True,26,379,19,45.0,2209.843084,36m 49.84s,train,True
oltl-09-10-08,True,True,True,True,False,explicit,False,60,353,18,39.13333333333333,2386.361179,39m 46.36s,nelly-excluded,False
oltl-09-10-09,True,True,True,True,False,explicit,True,49,535,27,42.71428571428572,2192.846077,36m 32.85s,val,True
oltl-09-10-10,True,True,True,True,False,explicit,True,44,351,14,41.61363636363637,2200.508662,36m 40.51s,train,True
oltl-09-11-07,True,True,True,True,False,explicit,True,24,394,21,46.75,2206.569070,36m 46.57s,train,True
oltl-09-11-08,True,True,True,True,False,explicit,True,53,415,20,38.18867924528302,2385.455601,39m 45.46s,train,True
oltl-09-11-09,True,False,False,True,False,explicit,True,48,487,30,41.833333333333336,2194.146395,36m 34.15s,train,True
oltl-09-12-07,True,True,True,True,False,explicit,True,27,381,22,45.74074074074074,2207.637188,36m 47.64s,train,True
oltl-09-12-08,True,True,True,True,False,explicit,True,37,443,21,45.13513513513514,2385.803900,39m 45.80s,train,True
oltl-09-12-11,True,True,True,True,False,explicit,True,45,381,16,42.77777777777778,2170.740680,36m 10.74s,train,True
oltl-09-13-06,True,True,True,True,False,explicit,True,29,482,24,45.206896551724135,2216.437551,36m 56.44s,train,True
oltl-09-13-07,True,True,True,True,False,explicit,True,30,403,17,45.43333333333333,2205.570612,36m 45.57s,train,True
oltl-09-13-10,True,True,True,True,False,explicit,True,56,377,20,39.875,2228.929887,37m 8.93s,train,True
oltl-09-13-11,True,True,True,True,False,explicit,True,42,336,14,42.5,2172.691156,36m 12.69s,train,True
oltl-09-14-06,True,True,True,True,False,explicit,True,29,317,23,44.41379310344828,2221.522721,37m 1.52s,train,True
oltl-09-14-07,True,True,True,True,False,explicit,True,32,374,13,43.625,2208.055147,36m 48.06s,train,True
oltl-09-14-09,True,True,True,True,False,explicit,False,47,385,33,42.12765957446808,2189.130884,36m 29.13s,nelly-excluded,False
oltl-09-14-10,True,True,True,True,False,explicit,True,41,521,15,44.02439024390244,2228.349388,37m 8.35s,train,True
oltl-09-14-11,True,True,True,True,False,explicit,True,43,330,15,41.7906976744186,2171.135420,36m 11.14s,train,True
oltl-09-15-06,True,True,True,True,False,explicit,True,35,389,24,42.6,2220.988662,37m 0.99s,train,True
oltl-09-15-08,True,True,True,True,False,explicit,True,49,371,21,40.46938775510204,2315.284898,38m 35.28s,train,True
oltl-09-15-09,True,True,True,True,False,explicit,False,29,345,22,43.58620689655172,2189.177324,36m 29.18s,nelly-excluded,False
oltl-09-15-10,True,True,True,True,False,explicit,True,44,452,17,45.36363636363637,2229.162086,37m 9.16s,train,True
oltl-09-15-11,True,True,True,True,False,explicit,True,41,323,20,42.73170731707317,2173.387755,36m 13.39s,train,True
oltl-09-16-08,True,True,True,True,False,explicit,False,64,296,22,35.734375,2386.941678,39m 46.94s,nelly-excluded,False
oltl-09-16-09,True,True,True,True,False,explicit,True,31,390,25,45.354838709677416,2193.356916,36m 33.36s,val,True
oltl-09-16-10,True,True,True,True,False,explicit,True,46,432,18,40.78260869565217,2230.090884,37m 10.09s,train,True
oltl-09-16-11,True,True,True,True,False,explicit,True,41,428,13,41.80487804878049,2172.644717,36m 12.64s,train,True
oltl-09-17-07,True,True,True,True,False,explicit,True,34,408,24,43.23529411764706,2175.988390,36m 15.99s,train,True
oltl-09-17-08,True,True,True,True,False,explicit,True,41,421,18,40.53658536585366,2386.755918,39m 46.76s,train,True
oltl-09-17-09,True,True,True,True,False,explicit,True,33,434,26,45.75757575757576,2193.821315,36m 33.82s,train,True
oltl-09-17-10,True,True,True,True,False,explicit,True,55,485,16,40.96363636363636,2234.200816,37m 14.20s,train,True
oltl-09-18-07,True,True,True,True,False,explicit,True,31,413,23,46.193548387096776,2175.036372,36m 15.04s,train,True
oltl-09-18-08,True,True,True,True,False,explicit,True,48,357,23,41.270833333333336,2388.311655,39m 48.31s,train,True
oltl-09-18-09,True,True,True,True,False,explicit,True,33,571,22,45.39393939393939,2190.384762,36m 30.38s,test,True
oltl-09-19-07,True,True,True,True,False,explicit,True,35,410,24,43.82857142857143,2176.359909,36m 16.36s,train,True
oltl-09-19-08,True,True,True,True,False,explicit,True,46,325,13,38.10869565217392,2389.426213,39m 49.43s,train,True
oltl-09-19-11,True,True,True,True,False,explicit,False,46,300,14,41.54347826086956,2173.921814,36m 13.92s,nelly-excluded,False
oltl-09-20-10,True,True,True,True,False,explicit,True,57,334,20,39.94736842105263,2204.223855,36m 44.22s,train,True
oltl-09-20-11,True,True,True,True,False,explicit,True,41,334,19,42.4390243902439,2171.808798,36m 11.81s,train,True
oltl-09-21-06,True,True,True,True,False,explicit,True,29,333,23,43.41379310344828,2188.550385,36m 28.55s,train,True
oltl-09-21-07,True,True,True,True,False,explicit,True,29,391,23,46.27586206896552,2176.104490,36m 16.10s,train,True
oltl-09-21-09,True,True,True,True,False,explicit,True,48,449,14,41.0625,2192.312018,36m 32.31s,val,True
oltl-09-21-10,True,True,True,True,False,explicit,True,38,378,20,41.92105263157895,2205.570612,36m 45.57s,train,True
oltl-09-21-11,True,True,True,True,False,explicit,True,41,333,16,43.04878048780488,2151.328798,35m 51.33s,train,True
oltl-09-22-06,True,True,True,True,False,explicit,True,19,364,25,45.94736842105263,2187.923447,36m 27.92s,train,True
oltl-09-22-08,True,True,True,True,False,explicit,True,75,348,17,33.6,2384.921542,39m 44.92s,train,True
oltl-09-22-09,True,True,True,True,False,explicit,True,45,414,25,42.8,2192.706757,36m 32.71s,train,True
oltl-09-22-10,True,True,True,True,False,explicit,True,42,336,19,42.42857142857143,2204.502494,36m 44.50s,train,True
oltl-09-22-11,True,True,True,True,False,explicit,True,36,363,15,43.66666666666666,2152.652336,35m 52.65s,train,True
oltl-09-23-08,True,True,True,True,False,explicit,True,72,450,22,36.55555555555556,2385.873560,39m 45.87s,test,True
oltl-09-23-09,True,True,True,True,False,explicit,True,43,443,25,43.51162790697674,2191.383220,36m 31.38s,train,True
oltl-09-23-10,True,True,True,True,False,explicit,True,47,371,26,42.723404255319146,2197.652608,36m 37.65s,train,True
oltl-09-23-11,True,True,True,True,False,explicit,True,37,391,16,42.48648648648648,2156.530068,35m 56.53s,train,True
oltl-09-24-07,True,True,True,True,False,explicit,True,24,380,27,46.333333333333336,2178.194286,36m 18.19s,train,True
oltl-09-24-08,True,True,True,True,False,explicit,True,44,369,29,42.65909090909091,2386.593379,39m 46.59s,test,True
oltl-09-24-09,True,True,True,True,False,explicit,True,34,407,14,44.85294117647059,2193.310476,36m 33.31s,train,True
oltl-09-24-10,True,True,True,True,False,explicit,True,47,396,19,42.27659574468085,2206.383311,36m 46.38s,train,True
oltl-09-25-07,True,True,True,True,False,explicit,True,32,392,19,45.09375,2139.765261,35m 39.77s,train,True
oltl-09-25-08,True,True,True,True,False,explicit,True,43,382,28,41.72093023255814,2387.080998,39m 47.08s,val,True
oltl-09-25-09,True,True,True,True,False,explicit,True,46,422,20,42.21739130434783,2191.592200,36m 31.59s,val,True
oltl-09-26-07,True,True,True,True,False,explicit,True,29,436,20,45.41379310344828,2179.006984,36m 19.01s,train,True
oltl-09-26-08,True,True,True,True,False,explicit,True,33,415,23,45.42424242424242,2343.543583,39m 3.54s,val,True
oltl-09-26-11,True,True,True,True,False,explicit,True,35,294,13,43.25714285714286,2154.324172,35m 54.32s,train,True
oltl-09-27-06,True,True,True,True,False,explicit,True,21,372,18,45.23809523809524,2219.479365,36m 59.48s,train,True
oltl-09-27-07,True,True,True,True,False,explicit,True,32,472,23,46.53125,2179.912562,36m 19.91s,train,True
oltl-09-27-10,True,True,True,True,False,explicit,True,51,425,19,40.41176470588236,2200.299683,36m 40.30s,train,True
oltl-09-27-11,True,True,True,True,False,explicit,True,38,428,18,44.92105263157895,2153.975873,35m 53.98s,train,True
oltl-09-28-06,True,True,True,True,False,explicit,True,32,300,19,41.78125,2190.616961,36m 30.62s,train,True
oltl-09-28-07,True,True,True,True,False,explicit,False,35,409,27,43.94285714285714,2178.194286,36m 18.19s,nelly-excluded,False
oltl-09-28-09,True,True,True,True,False,explicit,True,56,431,24,42.0,2191.151020,36m 31.15s,train,True
oltl-09-28-10,True,True,True,True,False,explicit,True,54,348,23,40.92592592592592,2231.716281,37m 11.72s,train,True
oltl-09-28-11,True,True,True,True,False,explicit,True,46,447,18,42.21739130434783,2154.835011,35m 54.84s,train,True
oltl-09-29-06,True,False,False,True,False,explicit,True,26,380,20,46.19230769230769,2219.804444,36m 59.80s,train,True
oltl-09-29-08,True,True,True,True,False,explicit,True,45,341,20,40.577777777777776,2190.756281,36m 30.76s,val,True
oltl-09-29-09,True,True,True,True,False,explicit,False,37,365,23,43.45945945945946,2190.616961,36m 30.62s,nelly-excluded,False
oltl-09-29-10,True,True,True,True,False,explicit,True,47,420,24,43.191489361702125,2230.067664,37m 10.07s,train,True
oltl-09-29-11,True,True,True,True,False,explicit,True,42,388,15,43.23809523809524,2153.836553,35m 53.84s,train,True
oltl-09-30-08,True,True,True,True,False,explicit,True,54,366,22,38.75925925925926,2191.847619,36m 31.85s,train,True
oltl-09-30-09,True,True,True,True,False,explicit,True,46,386,20,40.95652173913044,2165.237551,36m 5.24s,train,True
oltl-09-30-10,True,True,True,True,False,explicit,True,45,403,31,43.37777777777778,2228.535147,37m 8.54s,train,True
oltl-09-30-11,True,True,True,True,False,explicit,True,38,364,15,42.8421052631579,2155.043991,35m 55.04s,train,True
oltl-10-01-07,True,True,True,True,False,explicit,True,33,464,26,44.63636363636363,2148.403084,35m 48.40s,train,True
oltl-10-01-08,True,True,True,True,False,explicit,True,51,333,24,42.52941176470589,2187.133968,36m 27.13s,train,True
oltl-10-01-09,True,True,True,True,False,explicit,True,45,572,19,42.62222222222222,2191.011701,36m 31.01s,train,True
oltl-10-01-10,True,True,True,True,False,explicit,True,43,489,19,42.83720930232558,2233.272018,37m 13.27s,train,True
oltl-10-02-07,True,True,True,True,False,explicit,True,27,372,22,45.407407407407405,2147.729705,35m 47.73s,train,True
oltl-10-02-08,True,True,True,True,False,explicit,True,52,287,22,39.5,2178.635465,36m 18.64s,train,True
oltl-10-02-09,True,True,True,True,False,explicit,True,57,400,18,40.54385964912281,2190.965261,36m 30.97s,train,True
oltl-10-03-07,True,True,True,True,False,explicit,True,31,271,22,44.354838709677416,2147.892245,35m 47.89s,train,True
oltl-10-03-08,True,True,True,True,False,explicit,True,38,356,28,41.60526315789474,2191.963719,36m 31.96s,val,True
oltl-10-03-11,True,True,True,True,False,explicit,True,35,351,13,44.22857142857143,2185.067392,36m 25.07s,train,True
oltl-10-04-06,True,True,True,True,False,explicit,True,29,436,23,45.86206896551724,1781.365261,29m 41.37s,train,True
oltl-10-04-07,True,True,True,True,False,explicit,True,33,415,19,44.03030303030303,2146.870567,35m 46.87s,train,True
oltl-10-04-10,True,True,True,True,False,explicit,True,61,384,26,38.72131147540984,2229.998005,37m 10.00s,train,True
oltl-10-04-11,True,True,True,True,False,explicit,True,38,325,13,42.97368421052632,2185.392472,36m 25.39s,train,True
oltl-10-05-06,True,True,True,True,False,explicit,False,26,246,19,43.76923076923077,1628.276100,27m 8.28s,nelly-excluded,False
oltl-10-05-07,True,True,True,True,False,explicit,True,32,324,21,42.09375,2126.111927,35m 26.11s,train,True
oltl-10-05-09,True,True,True,True,False,explicit,True,30,409,16,45.03333333333333,2190.500862,36m 30.50s,train,True
oltl-10-05-10,True,True,True,True,False,explicit,True,46,384,24,42.369565217391305,2209.355465,36m 49.36s,train,True
oltl-10-05-11,True,True,True,True,False,explicit,True,37,329,14,43.62162162162162,2183.836735,36m 23.84s,train,True
oltl-10-06-06,True,True,True,True,False,explicit,True,19,264,26,42.89473684210526,2181.236100,36m 21.24s,train,True
oltl-10-06-08,True,True,True,True,False,explicit,True,38,303,17,42.23684210526316,2009.640635,33m 29.64s,train,True
oltl-10-06-09,True,True,True,True,False,explicit,True,36,396,22,43.94444444444444,2190.965261,36m 30.97s,train,True
oltl-10-06-10,True,True,True,True,False,explicit,True,46,490,17,43.369565217391305,2201.507120,36m 41.51s,train,True
oltl-10-06-11,True,True,True,True,False,explicit,True,35,362,11,45.02857142857143,2184.742313,36m 24.74s,train,True
oltl-10-07-08,True,True,True,True,False,explicit,True,42,370,21,43.833333333333336,2152.095057,35m 52.10s,train,True
oltl-10-07-09,True,True,True,True,False,explicit,True,46,369,20,42.47826086956522,2190.361542,36m 30.36s,train,True
oltl-10-07-10,True,True,True,True,False,explicit,True,57,420,22,40.54385964912281,2230.021224,37m 10.02s,train,True
oltl-10-07-11,True,True,True,True,False,explicit,True,40,332,13,43.85,2186.321270,36m 26.32s,train,True
oltl-10-08-07,True,True,True,True,False,explicit,True,39,476,28,44.333333333333336,2128.573243,35m 28.57s,train,True
oltl-10-08-08,True,True,True,True,False,explicit,True,46,313,19,40.19565217391305,2155.113651,35m 55.11s,val,True
oltl-10-08-09,True,True,True,True,False,explicit,True,44,392,26,42.13636363636363,2075.538866,34m 35.54s,train,True
oltl-10-09-07,True,True,True,True,False,explicit,False,29,316,35,44.37931034482759,2209.843084,36m 49.84s,nelly-excluded,False
oltl-10-09-08,True,True,True,True,False,explicit,True,38,364,18,42.8421052631579,2162.288617,36m 2.29s,train,True
oltl-10-09-09,True,True,True,True,False,explicit,False,56,534,34,40.875,2190.152562,36m 30.15s,nelly-excluded,False
oltl-10-10-07,True,True,True,True,False,explicit,True,31,360,17,43.935483870967744,2211.050522,36m 51.05s,train,True
oltl-10-10-08,True,True,True,True,False,explicit,True,40,355,23,40.125,2161.011519,36m 1.01s,train,True
oltl-10-10-11,True,True,True,True,False,explicit,True,36,330,13,45.5,2184.440454,36m 24.44s,train,True
oltl-10-11-07,True,True,True,True,False,explicit,True,28,368,20,46.142857142857146,2205.199093,36m 45.20s,train,True
oltl-10-11-10,True,True,True,True,False,explicit,True,49,341,21,40.775510204081634,2237.010431,37m 17.01s,train,True
oltl-10-11-11,True,True,True,True,False,explicit,True,33,393,13,46.42424242424242,2185.067392,36m 25.07s,train,True
oltl-10-12-06,True,True,True,True,False,explicit,True,27,386,21,46.333333333333336,2215.648073,36m 55.65s,train,True
oltl-10-12-07,True,True,True,True,False,explicit,True,36,413,19,43.833333333333336,2207.544308,36m 47.54s,train,True
oltl-10-12-09,True,True,True,True,False,explicit,True,34,547,22,45.5,2189.664943,36m 29.66s,train,True
oltl-10-12-10,True,True,True,True,False,none,True,47,317,18,2.3191489361702127,2200.740862,36m 40.74s,train,True
oltl-10-12-11,True,True,True,True,False,explicit,True,50,442,12,41.72,2183.952834,36m 23.95s,train,True
oltl-10-13-08,True,True,True,True,False,explicit,True,44,375,16,41.0,2192.520998,36m 32.52s,train,True
oltl-10-13-09,True,True,True,True,False,explicit,True,40,419,19,44.2,2189.548844,36m 29.55s,train,True
oltl-10-13-10,True,True,True,True,False,explicit,True,64,334,27,40.140625,2230.346304,37m 10.35s,train,True
oltl-10-13-11,True,True,True,True,False,explicit,True,48,399,17,42.895833333333336,2175.756190,36m 15.76s,train,True
oltl-10-14-08,True,True,True,True,False,explicit,True,38,405,15,42.23684210526316,2191.151020,36m 31.15s,train,True
oltl-10-14-09,True,True,True,True,False,explicit,True,45,428,24,44.266666666666666,2190.593741,36m 30.59s,train,True
oltl-10-14-10,True,True,True,True,False,explicit,True,58,384,19,38.01724137931034,2229.138866,37m 9.14s,train,True
oltl-10-14-11,True,True,True,True,False,explicit,True,52,296,12,42.17307692307692,2182.489977,36m 22.49s,train,True
oltl-10-15-07,True,True,True,True,False,explicit,True,33,371,21,44.90909090909091,2206.290431,36m 46.29s,train,True
oltl-10-15-08,True,True,True,True,False,explicit,True,29,294,16,43.51724137931034,2190.175782,36m 30.18s,train,True
oltl-10-15-09,True,True,True,True,False,explicit,True,35,478,15,44.08571428571429,2192.915737,36m 32.92s,train,True
oltl-10-15-10,True,True,True,True,False,explicit,True,54,350,21,37.98148148148148,2231.530522,37m 11.53s,train,True
oltl-10-16-07,True,True,True,True,False,explicit,True,33,368,23,45.0,2206.290431,36m 46.29s,train,True
oltl-10-16-08,True,True,True,True,False,explicit,True,46,365,22,41.65217391304348,2193.426576,36m 33.43s,train,True
oltl-10-16-09,True,True,True,True,False,explicit,True,37,435,22,42.83783783783784,2189.734603,36m 29.73s,train,True
oltl-10-17-07,True,True,True,True,False,explicit,True,30,436,25,46.0,2206.778050,36m 46.78s,train,True
oltl-10-17-08,True,True,True,True,False,explicit,True,43,388,28,42.0,2189.734603,36m 29.73s,train,True
oltl-10-17-11,True,False,False,True,False,explicit,True,49,371,20,41.71428571428572,2154.486712,35m 54.49s,train,True
oltl-10-18-06,True,True,True,True,False,explicit,True,23,388,26,47.52173913043478,2216.809070,36m 56.81s,train,True
oltl-10-18-07,True,True,True,True,False,explicit,True,34,404,25,44.35294117647059,2210.446803,36m 50.45s,train,True
oltl-10-18-10,True,True,True,True,False,explicit,True,50,362,17,41.14,2230.880363,37m 10.88s,train,True
oltl-10-18-11,True,False,False,True,False,explicit,True,41,399,17,42.63414634146341,2153.766893,35m 53.77s,train,True
oltl-10-19-06,True,True,True,True,False,explicit,True,29,372,30,46.689655172413794,2215.160454,36m 55.16s,train,True
oltl-10-19-07,True,True,True,True,False,explicit,True,41,388,23,42.34146341463415,2170.972880,36m 10.97s,train,True
oltl-10-19-09,True,True,True,True,False,explicit,False,39,373,19,43.51282051282051,2191.011701,36m 31.01s,nelly-excluded,False
oltl-10-19-10,True,True,True,True,False,explicit,True,45,365,15,43.644444444444446,2232.018141,37m 12.02s,train,True
oltl-10-19-11,True,False,False,True,False,explicit,True,41,393,16,43.75609756097561,2155.996009,35m 56.00s,train,True
oltl-10-20-06,True,True,True,True,False,explicit,True,31,413,25,46.774193548387096,2215.903492,36m 55.90s,train,True
oltl-10-20-08,True,True,True,True,False,explicit,True,44,354,29,42.13636363636363,2191.360000,36m 31.36s,train,True
oltl-10-20-09,True,True,True,True,False,explicit,True,40,409,28,45.425,2189.873923,36m 29.87s,train,True
oltl-10-20-10,True,True,True,True,False,explicit,True,29,300,20,44.37931034482759,2203.295057,36m 43.30s,train,True
oltl-10-20-11,True,False,False,True,False,explicit,True,44,349,16,42.72727272727273,2152.907755,35m 52.91s,train,True
oltl-10-21-08,True,True,True,True,False,explicit,True,48,388,24,42.22916666666666,2194.030295,36m 34.03s,train,True
oltl-10-21-09,True,True,True,True,False,explicit,True,42,498,18,43.42857142857143,2190.152562,36m 30.15s,train,True
oltl-10-21-10,True,True,True,True,False,explicit,True,52,370,20,41.28846153846154,2201.925079,36m 41.93s,train,True
oltl-10-21-11,True,False,False,True,False,explicit,True,38,314,20,44.97368421052632,2153.999093,35m 54.00s,train,True
oltl-10-22-07,True,True,True,True,False,explicit,True,32,481,24,47.40625,2186.251610,36m 26.25s,train,True
oltl-10-22-08,True,True,True,True,False,explicit,True,53,358,17,39.33962264150944,2156.158549,35m 56.16s,train,True
oltl-10-22-09,True,True,True,True,False,explicit,True,45,523,18,43.266666666666666,2191.963719,36m 31.96s,train,True
oltl-10-23-07,True,True,True,True,False,explicit,True,31,454,21,45.483870967741936,2174.223673,36m 14.22s,train,True
oltl-10-23-08,True,True,True,True,False,explicit,True,42,255,21,40.76190476190476,2191.360000,36m 31.36s,train,True
oltl-10-23-09,True,True,True,True,False,explicit,True,49,416,18,42.30612244897959,2190.895601,36m 30.90s,train,True
oltl-10-24-07,True,True,True,True,False,explicit,True,33,501,27,46.66666666666666,2185.299592,36m 25.30s,train,True
oltl-10-24-08,True,True,True,True,False,explicit,True,44,313,17,40.59090909090909,2304.000000,38m 24.00s,train,True
oltl-10-24-11,True,False,False,True,False,explicit,True,41,327,17,43.707317073170735,2154.208073,35m 54.21s,train,True
oltl-10-25-06,True,True,True,True,False,explicit,True,27,295,15,44.55555555555556,2218.155828,36m 58.16s,train,True
oltl-10-25-07,True,True,True,True,False,explicit,True,33,374,23,46.06060606060606,2188.852245,36m 28.85s,train,True
oltl-10-25-10,True,True,True,True,False,explicit,True,60,424,25,38.86666666666667,2229.556825,37m 9.56s,train,True
oltl-10-25-11,True,False,False,True,False,explicit,True,45,415,15,42.577777777777776,2154.138413,35m 54.14s,train,True
oltl-10-26-07,True,True,True,True,False,explicit,True,31,427,23,46.61290322580645,2187.621587,36m 27.62s,train,True
oltl-10-26-09,True,True,True,True,False,explicit,True,37,624,20,45.24324324324324,2191.011701,36m 31.01s,train,True
oltl-10-26-10,True,True,True,True,False,explicit,True,41,381,17,39.51219512195122,2230.717823,37m 10.72s,train,True
oltl-10-26-11,True,False,False,True,False,explicit,True,43,350,12,41.72093023255814,2141.112018,35m 41.11s,train,True
oltl-10-27-06,True,True,True,True,False,explicit,True,37,403,31,43.94594594594594,2214.719274,36m 54.72s,train,True
oltl-10-27-08,True,True,True,True,False,explicit,True,34,353,19,43.41176470588236,2193.008617,36m 33.01s,train,True
oltl-10-27-09,True,True,True,True,False,explicit,False,41,352,17,41.41463414634146,2161.266939,36m 1.27s,nelly-excluded,False
oltl-10-27-11,True,False,False,True,False,explicit,True,40,427,17,45.725,2152.536236,35m 52.54s,train,True
oltl-10-28-08,True,True,True,True,False,explicit,True,56,330,15,38.33928571428572,2193.635556,36m 33.64s,train,True
oltl-10-28-09,True,True,True,True,False,explicit,False,48,409,20,43.0,2189.781043,36m 29.78s,nelly-excluded,False
oltl-10-28-10,True,True,True,True,False,explicit,True,50,474,25,41.68,2230.833923,37m 10.83s,train,True
oltl-10-28-11,True,False,False,True,False,explicit,False,50,458,18,43.52,2152.954195,35m 52.95s,nelly-excluded,False
oltl-10-29-07,True,True,True,True,False,explicit,True,33,412,25,46.27272727272727,2208.333787,36m 48.33s,train,True
oltl-10-29-08,True,True,True,True,False,explicit,True,44,390,16,40.81818181818182,2194.030295,36m 34.03s,train,True
oltl-10-29-09,True,True,True,True,False,explicit,False,48,579,29,43.5625,2104.447710,35m 4.45s,nelly-excluded,False
oltl-10-30-06,True,True,True,True,False,explicit,True,31,467,24,44.0,2219.456145,36m 59.46s,train,True
oltl-10-30-07,True,True,True,True,False,explicit,True,41,426,31,42.51219512195122,396.736145,6m 36.74s,train,True
oltl-10-30-08,True,True,True,True,False,explicit,True,29,343,12,44.0,2190.709841,36m 30.71s,train,True
oltl-10-30-09,True,True,True,True,False,explicit,True,55,562,36,40.96363636363636,2192.265578,36m 32.27s,train,True
oltl-10-31-06,True,True,True,True,False,explicit,True,27,409,25,45.07407407407408,2219.363265,36m 59.36s,train,True
oltl-10-31-07,True,False,False,True,False,explicit,True,27,508,22,47.629629629629626,2210.214603,36m 50.21s,train,True
oltl-10-31-08,True,True,True,True,False,explicit,True,39,345,12,40.41025641025641,2192.822857,36m 32.82s,train,True
oltl-10-31-11,True,False,False,True,False,explicit,True,45,384,21,44.71111111111111,2155.067211,35m 55.07s,train,True
oltl-11-01-06,True,True,True,True,False,explicit,True,28,401,24,45.25,2217.946848,36m 57.95s,train,True
oltl-11-01-07,True,True,True,True,False,explicit,True,34,436,26,46.14705882352941,2184.486893,36m 24.49s,train,True
oltl-11-01-11,True,False,False,True,False,explicit,False,38,356,15,44.36842105263158,2154.904671,35m 54.90s,nelly-excluded,False
oltl-11-02-06,True,True,True,True,False,explicit,True,36,418,27,43.97222222222222,2217.227029,36m 57.23s,train,True
